concept,x1,x2,x3,x4,x5,x6,x7,x8,x9
false,6,23,18,24,22,11,3,23,15
false,20,12,6,16,8,4,21,19,4
false,22,2,20,22,20,12,15,15,21
false,8,1,14,12,12,1,17,21,1
false,20,23,1,14,6,7,15,17,18
false,11,6,11,9,3,13,21,20,5
false,20,5,7,7,5,20,14,3,4
false,5,1,6,24,24,20,6,13,3
false,26,6,19,18,8,21,17,24,24
false,22,24,6,4,6,21,10,9,22
false,17,7,20,9,21,18,4,20,27
false,9,7,18,15,26,15,27,12,1
false,21,7,15,9,4,23,14,6,26
false,26,21,4,27,18,20,22,25,7
false,4,9,15,8,24,20,22,7,21
false,13,25,13,14,3,9,15,25,20
false,20,14,20,1,27,4,11,20,9
false,15,13,6,11,2,18,17,26,11
false,16,9,26,5,7,20,23,14,22
false,12,7,23,4,24,4,13,16,13
false,18,13,1,3,27,23,22,10,11
false,22,9,8,11,9,16,12,21,13
false,12,27,3,16,17,3,8,17,9
false,15,26,6,12,1,11,3,20,4
false,9,5,18,16,22,21,3,23,10
false,25,10,22,20,16,21,9,24,9
false,21,14,11,16,2,11,17,17,22
false,12,20,6,19,16,13,5,6,14
false,3,2,15,17,3,5,3,13,26
false,5,22,2,4,8,7,24,5,19
false,11,22,10,18,2,26,20,5,13
false,22,8,11,10,3,10,21,2,11
false,11,27,17,22,10,8,16,5,18
false,9,17,7,11,10,21,8,10,5
false,5,26,2,22,12,1,21,26,23
false,22,10,2,25,10,12,7,5,27
false,15,3,20,19,21,26,18,23,17
false,14,9,18,20,3,9,3,16,15
false,19,22,3,25,24,1,27,6,5
false,27,27,20,18,22,15,15,18,20
false,11,8,23,18,24,23,4,24,6
false,7,3,13,4,6,22,18,17,21
false,19,15,22,24,24,5,7,26,26
false,1,17,24,27,7,5,10,23,16
false,2,18,9,15,16,4,7,3,24
false,23,12,9,9,24,17,17,3,7
false,4,21,24,17,25,1,3,26,20
false,12,8,14,3,2,27,9,21,9
false,9,9,25,1,9,7,16,12,20
false,22,12,1,12,1,23,2,21,20
false,15,25,19,6,10,2,20,27,9
false,7,12,21,10,22,15,25,10,1
false,10,3,8,17,19,1,20,20,13
false,6,2,20,26,23,13,13,11,3
false,13,16,5,16,13,7,24,26,5
false,11,17,12,14,13,23,27,18,7
false,20,5,2,10,18,23,9,24,25
false,9,17,26,3,7,21,15,3,2
false,11,20,6,10,1,8,4,9,3
false,12,27,7,2,8,4,2,23,25
false,4,15,26,16,26,15,9,10,16
false,18,17,5,24,13,14,15,25,15
false,4,18,23,12,20,11,22,1,9
false,20,13,26,5,12,20,14,5,10
false,6,1,26,10,8,20,19,19,13
false,8,16,16,3,5,19,12,27,4
false,1,24,11,26,22,27,23,13,26
false,24,6,20,14,8,7,24,10,8
false,10,8,4,17,25,21,14,26,1
false,24,2,25,21,3,26,27,27,10
false,6,16,6,3,22,8,2,18,12
false,27,26,11,23,16,21,26,7,3
false,20,6,10,26,17,6,18,20,21
false,2,20,1,13,17,2,23,22,21
false,2,16,13,14,19,7,5,13,8
false,16,12,10,4,2,18,21,15,23
false,20,19,27,21,3,24,10,17,25
false,1,1,26,21,2,12,9,12,21
false,24,8,9,5,21,1,19,8,19
false,21,13,1,13,19,20,7,9,5
false,14,4,20,14,1,7,9,15,10
false,23,25,15,15,9,3,27,11,4
false,11,23,16,16,19,15,21,18,7
false,1,16,2,3,11,8,18,6,8
false,14,13,6,22,3,17,15,26,12
false,22,1,19,1,24,7,11,12,21
false,16,21,27,2,8,17,16,8,15
false,17,12,9,22,1,16,13,7,8
false,21,16,19,1,10,1,15,10,26
false,23,23,22,3,16,18,10,8,19
false,19,24,20,22,19,26,11,20,5
false,15,18,20,26,19,15,20,4,20
false,24,27,23,7,4,2,13,4,12
false,5,10,15,9,26,24,11,10,26
false,27,9,7,14,9,15,22,21,20
false,23,25,18,15,9,27,18,21,13
false,22,2,19,26,14,17,3,6,6
false,19,25,4,11,11,7,12,26,6
false,19,3,25,8,2,8,12,5,3
false,10,25,19,1,24,19,26,20,18
false,23,22,18,5,5,5,11,16,12
false,8,6,27,22,3,14,16,4,7
false,6,16,12,13,9,16,5,27,21
false,19,23,8,17,18,17,25,19,15
false,1,26,5,21,14,13,26,2,6
false,14,20,12,3,16,16,5,23,19
false,4,2,10,10,6,9,15,11,27
false,16,14,7,24,21,27,21,22,3
false,27,4,25,8,3,17,10,21,19
false,15,3,16,17,23,20,20,6,22
false,18,26,3,11,16,21,2,10,18
false,4,3,18,11,7,26,18,16,16
false,2,7,4,22,2,6,9,11,22
false,15,26,9,10,22,13,21,24,26
false,6,24,20,27,2,12,15,9,1
false,18,10,2,2,24,26,18,27,7
false,12,8,14,24,8,5,18,23,26
false,14,26,8,27,23,7,24,11,4
false,7,25,11,20,13,14,24,10,8
false,26,22,24,12,19,23,7,21,9
false,23,9,9,16,11,15,11,15,17
false,26,22,24,2,22,25,9,11,26
false,19,10,20,2,23,20,1,6,5
false,16,11,2,8,16,9,15,5,2
false,7,7,19,21,14,17,1,24,2
false,16,2,12,10,4,24,5,1,15
false,25,16,23,4,3,18,17,17,17
false,23,14,4,23,16,10,17,13,12
false,11,5,1,10,15,11,24,6,7
false,24,9,14,26,25,23,3,25,1
false,12,22,2,8,6,26,10,26,5
false,27,22,16,27,20,12,12,23,16
false,2,9,13,2,20,6,23,22,2
false,14,11,14,24,11,22,13,18,11
false,9,20,14,3,20,14,21,2,20
false,5,11,7,26,7,19,13,21,12
false,11,9,11,6,24,14,15,11,14
false,21,3,7,10,9,27,15,16,27
false,11,6,12,4,4,19,27,18,24
false,11,23,22,11,2,20,8,20,3
false,16,3,18,18,10,17,8,13,16
false,6,19,2,21,8,13,27,26,6
false,17,27,25,27,26,24,16,21,22
false,2,13,17,24,10,1,13,5,8
false,16,26,17,8,6,12,17,8,15
false,24,9,16,27,4,8,17,3,10
false,9,9,26,7,5,2,14,3,27
false,26,14,2,13,11,16,4,14,2
false,25,13,1,15,24,5,7,13,15
false,10,24,22,25,3,22,2,9,10
false,11,13,1,19,13,6,6,25,10
false,8,2,20,12,11,4,13,11,9
false,12,27,8,22,21,8,7,21,18
false,9,1,16,25,12,13,13,6,3
false,3,19,1,27,20,19,2,5,22
false,21,25,20,10,1,20,25,1,9
false,9,2,6,25,23,9,21,2,26
false,8,12,17,26,9,11,26,10,26
false,4,23,21,5,6,16,14,4,8
false,9,4,16,1,12,2,23,12,19
false,17,6,11,12,4,9,10,14,7
false,13,21,27,9,26,20,15,13,11
false,15,7,4,14,6,26,20,1,25
false,6,2,4,11,26,2,21,15,17
false,26,12,18,3,27,9,13,10,15
false,24,21,14,8,16,3,24,10,4
false,11,15,6,22,13,23,15,17,11
false,12,27,3,21,17,10,11,15,22
false,24,23,8,3,14,10,23,20,7
false,15,19,21,23,10,15,4,7,20
false,5,2,12,7,15,1,13,5,15
false,23,10,12,6,7,18,2,19,20
false,26,24,3,7,3,25,10,15,13
false,11,6,20,2,22,16,3,2,9
false,3,19,15,14,27,6,8,16,22
false,21,21,3,10,6,15,20,13,19
false,27,21,13,2,22,7,7,22,11
false,7,12,14,11,27,6,1,16,11
false,27,12,15,13,20,27,20,9,15
false,24,6,18,1,6,4,22,2,20
false,27,27,27,22,9,23,27,8,22
false,18,20,9,16,19,5,7,7,19
false,19,1,11,4,16,20,4,8,7
false,24,24,15,2,24,21,6,8,24
false,8,23,5,24,18,18,16,3,10
false,8,24,2,10,23,25,24,3,10
false,25,3,22,18,10,16,15,12,15
false,17,9,1,16,14,11,8,8,26
false,8,10,20,3,23,15,23,1,25
false,9,6,24,12,2,26,8,4,1
false,4,26,6,14,1,23,1,25,3
false,15,26,19,9,9,15,26,24,21
false,23,1,6,8,27,15,4,11,16
false,7,2,25,26,6,5,11,16,14
false,7,11,3,9,15,2,25,13,13
false,2,27,3,21,3,7,19,23,23
false,6,2,13,7,25,3,24,2,11
false,14,3,4,26,23,23,24,11,2
false,26,4,27,25,13,1,7,16,1
false,24,18,21,9,8,13,5,12,17
false,25,9,9,20,9,18,6,20,2
false,22,13,17,14,1,13,24,21,19
false,9,13,10,24,23,12,15,16,16
false,22,27,18,10,22,2,22,19,3
false,22,17,25,27,9,5,15,4,5
false,6,20,5,19,10,13,13,6,16
false,12,18,4,12,27,20,9,5,2
false,5,19,14,15,7,8,3,20,12
false,15,10,17,24,19,25,11,16,12
false,2,13,3,9,26,12,27,3,6
false,7,7,22,1,10,1,20,17,14
false,12,11,19,22,25,25,12,21,22
false,13,13,25,27,18,8,18,9,8
false,1,19,5,9,11,26,15,16,22
false,2,7,24,25,27,3,23,13,1
false,13,20,24,3,9,1,6,8,25
false,14,7,19,1,25,16,11,4,17
false,1,18,15,13,8,24,6,11,5
false,20,5,24,21,5,21,18,3,6
false,6,25,25,1,15,9,27,27,17
false,14,19,12,18,7,25,12,16,11
false,5,25,27,26,17,3,4,1,12
false,13,25,7,16,22,17,22,12,19
false,23,23,22,23,18,23,24,12,18
false,15,25,25,16,13,6,23,27,23
false,1,21,4,5,1,5,27,22,27
false,9,23,20,15,8,20,16,10,6
false,14,9,8,21,25,4,10,7,4
false,6,9,3,25,23,18,1,5,3
false,16,10,23,12,15,19,9,12,20
false,25,27,10,20,24,18,26,11,1
false,2,13,9,24,17,14,22,16,17
false,15,20,17,14,27,3,20,24,25
false,1,19,7,5,21,14,25,25,2
false,2,9,12,25,17,1,3,20,22
false,9,7,24,8,8,7,17,8,24
false,22,1,6,26,22,16,24,21,17
false,9,5,14,26,4,10,5,22,24
false,25,21,1,21,10,10,5,11,21
false,10,27,23,18,20,14,5,13,11
false,21,6,4,27,2,27,3,14,1
false,13,5,8,13,22,8,18,8,7
false,15,27,6,21,23,9,7,27,6
false,20,16,11,27,25,4,15,12,9
false,21,26,11,1,18,4,19,4,25
false,12,21,19,26,8,3,21,4,14
false,9,5,25,19,26,18,13,13,17
false,22,25,17,7,18,17,1,4,25
false,3,18,7,24,19,16,18,3,15
false,15,8,20,12,27,23,17,10,9
false,16,5,18,22,2,3,26,15,15
false,13,20,16,15,4,24,12,17,24
false,14,19,17,27,2,2,26,21,27
false,21,25,24,23,23,16,7,18,25
false,21,17,2,3,11,22,26,14,6
false,10,25,12,17,12,27,9,10,2
false,18,25,14,24,12,25,22,21,3
false,24,27,26,4,17,9,20,19,18
false,27,2,27,5,20,15,14,12,23
false,18,17,14,17,17,12,21,11,10
false,10,8,8,24,25,6,7,8,17
false,15,25,9,27,11,18,2,8,9
false,25,12,3,13,9,16,12,22,4
false,11,16,27,3,12,1,20,8,22
false,1,4,19,15,19,20,9,4,3
false,20,5,27,21,1,10,6,12,9
false,7,15,19,16,11,11,15,26,23
false,6,4,4,3,13,2,24,19,2
false,12,1,23,27,27,20,7,13,22
false,16,22,23,14,5,18,20,6,5
false,9,14,18,13,7,9,15,22,5
false,19,9,18,19,3,18,26,25,3
false,19,12,11,15,26,18,3,13,14
false,10,21,8,19,5,3,10,1,26
false,6,14,4,27,18,22,9,2,1
false,18,2,17,20,4,25,22,19,19
false,9,8,10,5,7,15,18,2,26
false,1,9,20,7,4,25,26,16,22
false,17,13,22,3,24,19,13,21,16
false,2,17,15,22,25,10,2,2,18
false,11,14,25,25,11,14,24,1,11
false,20,22,16,22,6,24,15,3,6
false,9,5,16,11,2,15,26,7,10
false,12,14,3,21,23,14,16,17,1
false,8,3,1,16,20,24,10,5,8
false,6,13,7,20,16,20,10,2,22
false,17,8,5,10,14,4,6,12,9
false,26,13,2,23,4,24,18,4,1
false,15,4,23,24,15,13,13,26,3
false,18,23,3,24,23,5,22,19,4
false,22,11,6,5,27,2,23,5,27
false,8,9,5,18,13,17,2,7,6
false,19,22,5,9,25,6,19,5,15
false,3,14,18,15,4,2,8,13,4
false,7,27,13,18,6,3,10,7,17
false,12,14,16,15,5,13,10,2,11
false,2,3,16,18,7,22,12,9,2
false,26,22,14,11,22,6,14,27,3
false,17,23,4,24,16,1,6,4,6
false,3,13,9,17,25,20,23,19,23
false,4,4,18,11,20,23,15,27,13
false,5,8,13,13,1,25,27,1,24
false,27,10,17,8,18,22,12,3,21
false,13,18,20,16,12,19,3,15,7
false,27,15,10,18,4,7,1,19,5
false,11,27,20,13,6,14,25,21,9
false,8,3,22,12,24,19,11,18,14
false,13,26,20,27,2,27,4,26,14
false,21,26,17,22,5,1,16,26,26
false,5,10,7,1,5,21,20,15,8
false,24,9,13,21,21,25,3,19,19
false,15,20,27,5,19,9,27,27,26
false,13,3,9,23,27,3,18,19,21
false,6,12,7,24,8,6,7,16,11
false,15,7,3,9,26,12,3,17,12
false,27,21,23,13,21,15,7,2,27
false,8,19,18,25,27,2,26,3,25
false,4,22,21,26,23,7,12,2,2
false,5,24,24,5,16,23,1,9,1
false,6,2,2,5,13,1,14,6,3
false,13,19,4,4,18,20,18,11,20
false,24,18,9,17,15,10,12,1,1
false,21,11,22,1,17,23,26,1,13
false,15,15,14,19,18,10,18,22,24
false,5,16,12,25,16,15,24,12,15
false,26,22,13,24,22,8,6,20,13
false,27,25,26,15,10,26,26,16,21
false,12,17,5,12,27,14,24,18,16
false,1,21,7,7,26,5,18,20,21
false,5,11,16,13,14,26,7,19,8
false,8,24,13,4,24,18,6,11,6
false,12,1,13,6,25,24,5,9,1
false,9,21,13,6,18,4,16,1,16
false,6,18,19,9,14,17,26,22,1
false,22,27,19,9,14,19,9,4,25
false,22,7,6,20,13,26,9,20,26
false,18,8,18,21,1,22,12,3,7
false,13,25,6,9,12,27,24,16,19
false,11,15,23,11,2,9,23,17,22
false,11,12,27,16,15,1,21,12,15
false,25,3,25,24,16,14,13,15,4
false,16,11,12,5,7,20,13,26,22
false,10,25,3,2,13,15,15,16,24
false,20,1,1,23,19,18,19,2,13
false,13,12,15,10,4,23,18,24,9
false,9,6,1,14,5,27,10,4,27
false,21,6,17,19,15,23,23,7,10
false,11,13,26,23,24,25,27,12,19
false,22,10,14,7,9,7,3,20,19
false,27,24,18,8,8,25,10,27,13
false,21,1,19,15,15,15,16,26,26
false,13,14,4,6,3,23,7,5,11
false,24,10,11,14,15,2,21,4,26
false,24,21,5,13,19,27,2,11,13
false,19,8,21,17,7,21,22,8,1
false,27,14,23,24,11,26,9,1,19
false,23,8,3,4,22,20,4,9,12
false,4,23,10,25,2,17,19,20,21
false,22,20,24,15,11,9,12,26,11
false,10,25,20,13,5,13,1,14,17
false,6,8,21,17,12,3,3,22,4
false,11,21,22,9,14,11,22,17,1
false,12,22,5,4,25,22,26,12,16
false,23,8,23,8,26,19,6,22,26
false,6,2,25,15,4,27,3,19,21
false,23,18,11,10,4,6,17,19,5
false,18,5,5,16,12,20,11,26,14
false,27,27,4,13,7,22,12,24,7
false,6,19,5,21,20,7,23,2,8
false,19,20,5,23,6,23,25,6,15
false,19,15,16,20,16,17,20,22,2
false,16,11,9,2,2,21,13,21,23
false,12,27,15,3,3,1,23,17,8
false,1,2,9,8,8,4,7,5,19
false,3,4,20,22,14,5,17,4,14
false,27,9,27,1,8,3,25,8,8
false,15,26,24,21,1,23,1,6,12
false,23,14,14,3,16,25,21,21,25
false,22,23,26,19,25,22,26,19,19
false,2,5,8,2,9,20,27,16,14
false,15,27,20,21,5,6,2,1,14
false,22,16,25,6,19,3,13,15,1
false,23,4,18,11,5,2,26,27,17
false,17,13,10,10,6,15,9,7,1
false,18,27,7,9,7,16,2,8,20
false,13,26,4,1,6,20,9,7,7
false,7,24,9,1,20,2,11,13,13
false,15,25,14,23,15,26,17,25,2
false,22,24,9,1,15,18,10,25,22
false,16,7,14,17,4,23,25,2,19
false,22,11,2,15,13,20,11,19,12
false,23,6,11,7,3,25,17,22,10
false,7,16,24,18,3,24,6,25,14
false,8,25,14,11,10,21,13,5,16
false,4,13,14,19,18,2,10,23,9
false,13,15,11,22,24,16,18,5,18
false,11,20,2,6,11,1,12,27,23
false,3,4,8,1,1,10,5,20,22
false,16,11,19,11,23,6,19,25,15
false,10,6,1,13,1,4,15,10,11
false,18,9,13,20,2,2,4,14,18
false,23,3,9,26,1,2,5,2,16
false,5,26,24,2,8,17,26,13,15
false,11,20,7,19,21,11,8,16,22
false,17,6,25,25,23,8,24,3,3
false,1,27,24,1,4,9,26,15,18
false,20,1,11,17,14,14,27,26,20
false,25,1,21,5,7,9,5,10,1
false,20,2,26,10,4,9,5,10,6
false,26,11,2,24,27,27,14,16,18
false,15,22,1,17,5,27,11,4,7
false,19,7,17,13,20,20,17,11,1
false,11,9,6,1,21,20,26,6,4
false,4,24,12,22,25,16,25,12,7
false,13,3,22,17,15,18,24,26,18
false,13,15,21,16,20,20,27,7,7
false,9,19,23,5,16,4,26,17,15
false,5,22,21,8,18,22,25,19,14
false,24,22,14,7,11,19,11,26,25
false,5,21,26,26,18,22,3,9,3
false,21,25,17,19,20,21,10,22,15
false,5,6,11,16,13,21,11,23,25
false,4,22,2,15,13,5,17,3,1
false,5,26,13,22,13,17,14,18,2
false,8,7,3,15,2,2,16,5,11
false,12,18,16,6,17,25,21,19,19
false,20,18,11,19,2,4,19,23,5
false,24,2,11,16,7,6,16,9,8
false,26,27,4,21,19,14,20,16,4
false,12,4,14,7,19,8,2,2,25
false,5,20,4,4,5,24,15,10,10
false,10,1,26,22,2,22,16,5,18
false,21,15,2,14,16,2,4,26,8
false,6,20,11,17,17,13,10,18,4
false,2,19,5,1,19,20,3,12,10
false,15,5,9,15,18,14,22,8,6
false,11,20,27,7,19,5,17,10,24
false,14,11,6,13,24,6,6,15,24
false,16,25,11,23,7,12,20,18,16
false,25,17,18,5,23,11,18,14,23
false,11,8,17,12,18,22,5,1,17
false,11,7,6,12,3,26,25,10,6
false,26,17,26,23,16,3,3,15,4
false,5,20,14,27,7,14,1,23,20
false,21,22,20,6,13,3,6,7,18
false,11,18,13,16,21,10,22,26,8
false,7,11,9,14,4,3,1,10,17
false,6,20,6,22,20,14,25,23,2
false,14,18,15,6,1,3,10,23,11
false,24,21,9,25,26,26,13,5,13
false,2,9,24,23,10,19,14,19,10
false,7,22,26,7,27,12,21,4,13
false,14,17,3,21,3,21,23,8,14
false,15,6,8,11,24,9,27,13,21
false,2,4,13,11,27,20,19,26,26
false,7,12,12,6,19,9,8,5,16
false,18,1,6,22,27,16,25,19,19
false,17,10,19,10,22,5,20,1,9
false,13,6,14,14,5,6,27,13,20
false,10,1,18,11,9,24,18,3,11
false,21,21,6,3,9,24,17,20,5
false,12,5,25,11,2,9,10,25,10
false,16,13,27,20,25,12,12,17,14
false,11,11,3,15,8,24,11,17,15
false,10,8,13,2,5,10,14,16,6
false,19,4,9,7,20,26,15,22,1
false,16,13,4,18,13,3,21,19,5
false,14,26,9,12,27,15,14,24,22
false,17,8,7,15,27,10,10,11,22
false,2,16,3,11,1,16,16,20,7
false,8,1,17,15,17,13,21,8,15
false,14,10,23,23,11,10,2,13,20
false,18,6,17,18,26,16,17,3,8
false,16,13,14,3,1,6,12,8,12
false,4,16,22,15,15,23,11,23,7
false,8,23,10,23,6,13,13,17,8
false,21,27,24,5,10,26,21,21,25
false,9,21,25,11,6,15,27,20,23
false,27,23,14,21,2,25,3,4,18
false,6,24,16,6,22,7,26,3,27
false,3,21,8,5,23,11,7,8,18
false,19,7,25,8,23,23,8,25,13
false,23,16,20,15,2,4,1,22,1
false,22,6,11,22,9,12,17,4,26
false,3,22,25,1,7,19,11,6,2
false,5,17,22,17,9,21,7,9,19
false,1,24,3,11,14,12,21,20,23
false,6,18,14,12,5,21,24,14,15
false,22,18,27,15,4,22,11,25,25
false,4,17,8,12,22,21,18,20,4
false,20,10,16,9,13,19,6,9,7
false,6,16,10,16,7,26,21,15,24
false,11,13,7,21,27,15,12,4,23
false,9,23,9,22,7,17,6,22,26
false,7,5,20,5,17,23,10,21,5
false,14,1,16,25,9,6,13,16,15
false,27,27,16,4,26,25,14,15,1
false,23,12,8,13,21,6,6,9,21
false,5,15,24,15,15,22,27,23,13
false,6,5,26,20,23,27,7,8,20
false,22,14,23,27,23,20,4,4,24
false,11,21,24,14,12,14,25,9,17
false,20,16,10,2,1,13,8,26,7
false,5,25,21,26,10,6,21,20,27
false,10,22,12,4,3,13,4,24,18
false,8,1,6,5,22,9,18,1,6
false,21,27,14,3,9,5,27,27,18
false,18,24,18,8,22,13,23,13,25
false,26,10,3,18,26,21,9,17,17
false,22,26,21,1,7,10,17,11,7
false,2,26,12,23,3,23,11,23,3
false,1,15,10,21,23,2,16,10,18
false,4,21,3,10,22,3,7,5,15
false,3,14,6,6,15,9,6,26,25
false,4,8,7,14,25,5,10,13,10
false,24,4,2,9,26,6,14,25,20
false,20,20,13,9,20,24,25,20,2
false,2,18,17,3,27,17,8,5,24
false,15,5,5,9,19,12,18,15,27
false,7,20,19,19,2,15,12,18,18
false,2,10,19,19,21,24,6,26,6
false,17,22,12,19,19,7,26,20,6
false,1,25,8,15,11,16,16,8,12
false,4,2,17,7,17,20,9,2,25
false,26,4,19,19,6,11,2,3,26
false,20,6,17,14,18,22,8,23,12
false,14,5,7,16,15,6,21,11,24
false,12,8,10,2,3,4,27,4,27
false,27,21,26,26,26,12,14,3,18
false,3,17,12,18,21,9,10,27,21
false,15,19,24,20,27,15,15,8,17
false,20,12,9,6,9,24,3,11,25
false,16,15,8,2,24,3,21,24,24
false,15,24,5,14,11,14,2,23,19
false,26,26,1,11,21,20,24,10,18
false,3,18,18,14,11,15,7,13,21
false,14,1,13,26,23,7,3,22,7
false,25,24,21,17,23,14,3,15,15
false,18,20,2,22,23,15,8,12,11
false,15,12,16,10,23,7,18,11,7
false,5,10,2,6,11,16,1,2,11
false,11,6,20,7,22,12,12,21,18
false,20,24,19,22,6,5,7,1,14
false,13,14,27,12,17,24,27,3,22
false,4,22,5,2,2,4,2,17,10
false,2,18,15,26,23,6,21,26,9
false,6,14,27,14,21,26,11,14,13
false,27,7,24,1,16,12,27,2,1
false,6,5,12,8,23,7,24,17,4
false,12,22,14,1,2,22,6,24,13
false,9,24,26,12,12,7,13,22,5
false,27,18,25,7,25,4,10,19,8
false,26,19,11,5,17,22,17,14,12
false,23,13,3,26,18,3,23,3,22
false,6,7,11,24,13,9,22,3,13
false,13,2,16,10,23,25,23,14,11
false,6,4,15,11,18,22,25,3,7
false,7,22,11,24,25,1,16,23,24
false,22,26,3,3,22,5,11,11,17
false,13,14,23,21,23,6,21,19,6
false,25,9,9,25,14,2,3,16,16
false,11,11,15,6,9,8,20,16,3
false,9,24,17,5,5,12,19,27,12
false,26,20,3,26,8,9,18,12,16
false,18,11,15,15,25,6,14,13,1
false,24,9,8,25,27,12,11,21,4
false,26,18,21,18,13,21,16,25,10
false,19,26,6,27,7,5,19,23,19
false,18,17,5,6,27,17,25,15,20
false,27,25,7,10,9,26,25,17,26
false,25,23,8,1,4,16,14,23,14
false,23,14,11,25,9,5,2,14,3
false,15,12,27,19,5,9,15,1,21
false,26,8,27,6,22,26,13,20,12
false,7,2,1,2,25,22,1,4,1
false,1,18,9,17,4,8,17,23,5
false,16,14,22,8,20,13,16,20,17
false,8,7,22,4,20,23,9,17,10
false,7,22,20,14,14,8,27,20,2
false,11,22,25,24,24,18,24,20,26
false,5,16,19,13,27,14,17,3,15
false,10,18,13,14,10,7,2,17,5
false,23,21,16,23,12,5,16,6,3
false,5,23,6,10,13,6,17,22,6
false,11,3,19,2,13,18,4,1,6
false,26,27,9,20,20,16,23,27,24
false,19,18,1,8,12,11,6,19,23
false,24,22,22,6,8,21,25,5,24
false,12,16,26,16,8,13,11,24,17
false,1,25,24,5,7,15,26,26,13
false,6,2,13,15,5,8,23,18,2
false,3,22,23,4,24,17,2,5,20
false,6,22,25,24,25,24,1,6,21
false,22,16,6,27,20,11,6,26,17
false,17,17,18,26,13,9,22,4,19
false,10,19,14,12,5,13,2,16,22
false,1,9,2,4,22,5,6,4,7
false,17,27,6,4,13,26,3,1,6
false,4,5,18,4,20,20,21,22,26
false,8,22,17,15,16,26,6,27,18
false,23,9,10,9,9,10,14,26,15
false,6,24,6,19,23,12,23,18,24
false,19,22,25,4,20,11,12,4,24
false,5,2,24,14,12,9,5,10,9
false,8,20,19,7,25,7,23,21,13
